mine,notes,upload_date,title,url,duration,views,presenter_in_desc,mentions_jeff,description_snippet
,,2024-11-14,Creating a Custom Taxonomy with ACF,https://www.youtube.com/watch?v=Je_-9TrlASI,4:13,9516,,,"Learn the fundamentals of what a taxonomy is in WordPress, and how to register and display a custom taxonomy with ACF. - ACF (free) https://advancedcustomfields.com - ACF PRO https://advancedcustomfie…"
,,2024-12-07,"ACF Chat Friday – Dec 6, 2024: Q&A",https://www.youtube.com/watch?v=BU7nwLcHmjI,27:08,221,,,"In this ACF Chat Fridays session we had an open Q&A talking to ACF users about improvements to the Icon Picker field, and building loops with ACF Blocks. ACF Chat Fridays are open office hours with th…"
,,2025-02-10,"ACF Chat Friday – Feb 7, 2025: Q&A",https://www.youtube.com/watch?v=t3QBqr5afss,25:28,160,,,"In this ACF Chat Fridays session we had an open Q&A talking to ACF users. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering yo…"
,,2025-03-07,"ACF Chat Friday – Mar 7, 2025: Q&A",https://www.youtube.com/watch?v=cSUdiyBC_wI,34:49,172,,,"In this ACF Chat Fridays session we had an open Q&A talking to ACF users. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering yo…"
,,2025-04-07,"ACF Chat Friday – Apr 4, 2025: Q&A",https://www.youtube.com/watch?v=Vzj2N-kNnWE,40:54,174,,,"In this ACF Chat Fridays session we had an open Q&A talking to ACF users. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering yo…"
,,2025-04-30,Dynamic Field Rendering with Gravity Forms in Headless WP & Nuxt/Vue,https://www.youtube.com/watch?v=uDjUPXvG-64,41:24,494,,,Headless WordPress resources: https://wpengine.com/builders/headless/ CONTENTS: 00:00 - Intro 00:28 - What is Gravity Forms and WPGraphQL For Gravity Forms? 01:08 - Setting up the WP Backend and Gravi…
,,2025-04-30,Supercharge Headless WordPress Development with AI & Retrieval-Augmented Generation (RAG),https://www.youtube.com/watch?v=3ub0YTuqW_Y,1:17:21,437,,,Headless WordPress resources: https://wpengine.com/builders/headless/ https://developers.wpengine.com/docs/atlas/overview/
,,2025-05-05,Mastering the WP Engine Hosting Platform API: A Comprehensive Guide for Developers,https://www.youtube.com/watch?v=KzLUhtoicFk,23:50,504,,,"Note that since this video was recorded, the name of this API has changed from ""WP Engine API"" to WP Engine's ""Hosting Platform API"". CONTENTS: 00:00 - Intro 00:57 - What is the WP Engine API? 03:26 -…"
,,2025-05-06,"ACF Chat Friday – May 2, 2025: ACF Blocks Inline Editing Demo",https://www.youtube.com/watch?v=zTR1WmeGdAU,29:52,4430,,,"In this ACF Chat Fridays session we had an a demo of the upcoming feature of inline editing for ACF Blocks. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussio…"
,,2025-05-23,"Create A Chatbot for headless WordPress in 10 minutes with WP Engine's AI Toolkit, Gemini and RAG",https://www.youtube.com/watch?v=dlJQEeJ60xc,51:21,570,,,Headless WordPress resources: https://wpengine.com/builders/headless/
,,2025-06-11,"ACF Chat Friday – June 6, 2025: Q&A",https://www.youtube.com/watch?v=LsAvFHbxEuE,41:03,156,,,"In this ACF Chat Fridays session we had an open Q&A talking to ACF users. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering yo…"
,,2025-06-12,Make the most of WPGraphQL Smart Cache on WP Engine,https://www.youtube.com/watch?v=erHimNe9Cp0,22:08,146,,,Learn how to configure WPGraphQL Smart Cache and your WordPress site to get the most out of the WP Engine Hosting Platform and improve your cache performance! You can find Alex Moon online at: https:/…
,,2025-06-12,Build a Contact Form in Headless WordPress Using Next.js and Ninja Forms,https://www.youtube.com/watch?v=vY-EWxtn9mI,18:31,464,,,CONTENTS: 00:00 - Intro 00:32 - What are contact forms in headless? 01:03 - Prerequisites 02:15 - Using Ninja Forms with WPGraphQL 06:58 - Form Submission in Next.js App Router 10:38 - Interfacing wit…
,,2025-06-27,Boost Next.js Performance by Offloading Third-Party Scripts with PartyTown 🎉,https://www.youtube.com/watch?v=MW1KgUi9k5w,30:44,1685,,,Learn how you can speed up Next.js websites by offloading third-party scripts to a web worker using PartyTown! 🎉 Article on this same topic: https://wpengine.com/builders/boost-next-js-performance-by-…
,,2025-08-01,"ACF Chat Friday – Aug 1, 2025: ACF 6.5 RC1 and Q&A",https://www.youtube.com/watch?v=l_TvMJ_54CM,22:11,167,,,In this ACF Chat Fridays session we had an open Q&A talking to ACF users. We also covered the ACF Annual Survey and the new ACF 6.5 Release Candidate 1 release out now for testing. ACF Chat Fridays ar…
,,2025-08-01,"WordPress + AI Chatbot: Simple Integration, Big Impact — Live Event Recording",https://www.youtube.com/watch?v=ig-iTpmh2MA,56:58,602,,,"This is a recording of the ""WordPress + AI Chatbot: Simple Integration, Big Impact"" event hosted by WP Engine's Developer Relations team on 7/31/2025. Learn how to easily implement an AI-powered chatb…"
,,2025-08-14,How to Create a Headless E-Commerce Search Experience With WP Engine’s Smart Search AI and Nuxt.js,https://www.youtube.com/watch?v=Gc1WFvp9ezk,36:10,410,,,CONTENTS: 00:00 - Intro 00:48 - Setting Up Environment and Config 14:40 - Wrap The Smart Search Endpoint 17:07 - Create Search Logic 21:43 - The Input Field 22:38 - Activity Filter 23:00 - Price Range…
,,2025-09-09,"ACF Chat Friday – Sept 5, 2025: Annual Survey 2025",https://www.youtube.com/watch?v=Jq8-DgUKdek,26:57,98,,,"In this ACF Chat Fridays session walk through the results of the 2025 ACF Annual Survey. We also covered the new ACF 6.5 release. ACF Chat Fridays are open office hours with the ACF team and users, fe…"
,,2025-10-03,"ACF Chat Friday – Oct 3, 2025: ACF 6.6 Preview",https://www.youtube.com/watch?v=Qw2t4BjDf6k,16:23,404,,,"In this ACF Chat Fridays session we preview the upcoming ACF 6.6 release and take questions from the community. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discu…"
,,2025-11-06,Understanding WP Engine’s Smart Search AI Model Context Protocol (MCP) Server,https://www.youtube.com/watch?v=qIQ-vFXZV_Y,14:50,210,,,CONTENTS: 00:00 - Intro 00:36 - What is MCP and How Does It Work? 03:09 - Smart Search AI MCP Server 03:55 - How It Works with WP Engine’s AI Toolkit 05:44 - Testing the Smart Search AI MCP 13:33 - Co…
,,2025-11-07,"ACF Chat Friday – Nov 7, 2025: Q&A",https://www.youtube.com/watch?v=gdqq6zTu6Lw,28:18,186,,,"In this ACF Chat Fridays session we take questions from the community. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering your …"
,,2025-12-05,"ACF Chat Friday – Dec 5, 2025: ACF 6.7 Inline Editing",https://www.youtube.com/watch?v=_PibFnBlaz4,44:07,520,,,"In this ACF Chat Fridays session Phil Johnston walks through the latest release of ACF - 6.7 with a huge upgrade to the editing experience for ACF Blocks, Inline Editing. ACF Chat Fridays are open off…"
,,2025-12-11,Deliver search results that matter with WP Engine Smart Search AI,https://www.youtube.com/watch?v=S2iVjllbUU0,31:31,335,,,WP Engine Smart Search AI is a powerful tool for everyone from No-code builders to headless Developers. Join Alex Moon as he show's you how to leverage Smart Search AI to give your consumers an amazin…
,,2025-12-18,"Using the Geolocation API in Smart Search AI with ACF, Google Maps, And Nuxt.js",https://www.youtube.com/watch?v=sJCm6gabV94,33:23,142,,,CONTENTS: 00:00 - Intro 01:42 - Setup Steps 15:55 - Maps Usage 16:40 - Server Connection 20:20 - GraphQL Queries 23:35 - Google Map Component 27:21 - Feature Map Page 30:48 - Test The Map 33:00 - Conc…
,,2026-01-09,"ACF Chat Friday – Jan 9, 2026: ACF 6.8 Beta 1 - Abilities API Demo",https://www.youtube.com/watch?v=2bYVs53DiTM,36:55,1855,,,"In this ACF Chat Fridays session Iain Poulson walks through using ACF PRO 6.8 Beta 1 with Abilities API support, demoing using Claude Code and MCP to connect to a WordPress site to create the content …"
,,2026-02-06,"ACF Chat Friday – Feb 6, 2026: Q&A",https://www.youtube.com/watch?v=2ZlKUYK-mn8,16:45,173,,,"In this ACF Chat Fridays session we chat through latest ACF news and do a Q&A session. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF,…"
,,2026-02-26,Customizing WP Engine’s Newsroom Publication Checklist,https://www.youtube.com/watch?v=K5yP9TkCM60,32:05,78,,,CONTENTS: 00:00 - Intro 01:44 - Prerequisites/Setup 06:15 - The checklist.json File 07:05 - Customizing The JSON Files 10:17 - The fields.json File 14:43 - Connecting With Asana 16:57 - The class-asan…
,,2026-04-14,"ACF Chat Friday – Apr 10, 2026: ACF 6.8 Release",https://www.youtube.com/watch?v=EMC6FlpLHwo,36:55,199,,,"In this ACF Chat Fridays session we chat through latest ACF 6.8 release and and demonstrations of the new features. ACF Chat Fridays are open office hours with the ACF team and users, featuring live d…"
,,2026-04-23,"Using MCP Servers in Concert: Smart Search AI, WordPress®, and Cloudinary Integration",https://www.youtube.com/watch?v=HzU8HOn1op4,14:17,139,,,CONTENTS: 00:00 - Intro 00:26 - Prerequisites/Setup 00:45 - Understanding MCP Architecture 02:00 - The Smart Search AI Index Loop 03:52 Setting Up the WordPress MCP Server Plugin/Cloudinary 07:54 - Re…
,,2026-05-08,"ACF Chat Friday – May 1, 2026: Q&A",https://www.youtube.com/watch?v=x6G1z0R7Tyc,38:23,121,,,"In this ACF Chat Fridays session we chat with the team and have a Q&A session with attendees. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all thin…"
,,2026-06-14,"ACF Chat Friday – June 12, 2026: Block Editor Datastore",https://www.youtube.com/watch?v=PnivDSQX5GI,26:11,161,,,"In this ACF Chat Fridays session we chat with the team and have Block Editor Datastore demo from Matt. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of…"
,,2026-07-17,"ACF Chat Friday – July 10, 2026: ACF For Agencies",https://www.youtube.com/watch?v=xdjVSYBpMJI,40:03,98,,,"In this ACF Chat Fridays session we chat with the team about ACF for Agencies - managing field groups across client sites, Local JSON workflows, deployment pipelines, and designing setups that clients…"
,,2026-08-10,"ACF Chat Friday – Aug 7, 2026: Q&A AI Tooling",https://www.youtube.com/watch?v=xAo3hyYjGNQ,42:12,122,,,In this ACF Chat Fridays session we hold a Q&A and chat with the team about AI tooling for general development and building with ACF. ACF Chat Fridays are open office hours with the ACF team and users…
